indx,N,Category,Start,Click,End,Descriptors,Des_1,Des_2,Des_3,Des_4,Des_5,Des_6
1163,20.0,R Goal,65:14:04,65:16:04,65:17:04,,TG,f12,s13,,,
1164,14.0,R Unsucc Pass,65:31:17,65:33:17,65:34:17,,TB,h3,B6,g3,,
1165,21.0,R Goal,65:42:12,65:44:12,65:45:12,,TG,e11,s23,,,
1166,48.0,R Grounded Pass,65:50:08,65:52:08,65:53:08,,TB,f2,B6,d2,,
1167,22.0,R Goal,65:51:12,65:53:12,65:54:12,,B6,d2,s20,,,
1168,15.0,R Unsucc Pass,66:13:14,66:15:14,66:16:14,,TB,e12,B6,i2,,
1169,49.0,R Grounded Pass,66:54:13,66:56:13,66:57:13,,TB,g3,B6,g2,,
1170,16.0,R Unsucc Pass,66:57:09,66:59:09,67:00:09,,B6,g2,TB,f4,,
1171,23.0,R Goal,67:22:22,67:24:22,67:25:22,,TG,f10,s22,,,
1172,8.0,L Grounded Pass,67:38:08,67:40:08,67:41:08,,TB,i5,B6,e3,,
1173,7.0,R Shot On,67:39:14,67:41:14,67:42:14,,B6,e3,s16,,,
1174,50.0,R Grounded Pass,67:49:04,67:51:04,67:52:04,,B6,h2,TB,g4,,
1175,51.0,R Grounded Pass,68:09:00,68:11:00,68:12:00,,B6,i2,TB,c4,,
1176,52.0,R Grounded Pass,68:32:08,68:34:08,68:35:08,,TB,i4,B6,i2,,
1177,53.0,R Grounded Pass,68:43:01,68:45:01,68:46:01,,TB,h3,B6,e4,,
1178,24.0,R Goal,68:45:04,68:47:04,68:48:04,,B6,e4,s12,HLs,,
1179,54.0,R Grounded Pass,69:24:00,69:26:00,69:27:00,,B6,c6,TB,c11,,
1180,9.0,L Grounded Pass,69:27:05,69:29:05,69:30:05,,TB,g10,B6,a6,,
1181,55.0,R Grounded Pass,69:29:11,69:31:11,69:32:11,,B6,d4,TB,c2,,
1182,10.0,L Grounded Pass,69:30:13,69:32:13,69:33:13,,TB,c2,B6,f2,,
1183,56.0,R Grounded Pass,69:32:19,69:34:19,69:35:19,,B6,f2,TB,i3,,
1184,17.0,R Unsucc Pass,69:49:15,69:51:15,69:52:15,,TB,e6,B6,e2,,
1185,11.0,L Grounded Pass,70:14:01,70:16:01,70:17:01,,TB,d10,B6,f3,,
1186,57.0,R Grounded Pass,70:16:24,70:18:24,70:19:24,,B6,g3,TB,e2,,
1187,25.0,R Goal,70:17:15,70:19:15,70:20:15,,TB,e2,s22,,,
1188,58.0,R Grounded Pass,70:27:14,70:29:14,70:30:14,,TB,f6,B6,g2,,
1189,2.0,R Shot Wide,70:32:09,70:34:09,70:35:09,,B6,g2,OT 8,,,
1190,5.0,L Goal,70:56:10,70:58:10,70:59:10,,TG,d11,s18,,,
1191,59.0,R Grounded Pass,71:16:19,71:18:19,71:19:19,,TB,c5,B6,b2,,
1192,12.0,L Grounded Pass,71:21:14,71:23:14,71:24:14,,B6,b2,TB,b10,,
1193,60.0,R Grounded Pass,71:28:03,71:30:03,71:31:03,,TB,d5,B6,a4,,
1194,61.0,R Grounded Pass,71:28:23,71:30:23,71:31:23,,B6,a4,TB,c4,,
1195,62.0,R Grounded Pass,71:30:24,71:32:24,71:33:24,,TB,c4,B6,a4,,
1196,18.0,R Unsucc Pass,71:35:01,71:37:01,71:38:01,,B6,a4,TB,b2,,
1197,6.0,L Goal,71:48:18,71:50:18,71:51:18,,TG,e11,s8,,,
1198,63.0,R Grounded Pass,71:56:16,71:58:16,71:59:16,,B6,i9,TB,h9,,
1199,64.0,R Grounded Pass,71:59:01,72:01:01,72:02:01,,TB,h9,B6,h9,,
1200,65.0,R Grounded Pass,72:01:21,72:03:21,72:04:21,,B6,h9,TB,d7,,
1201,66.0,R Grounded Pass,72:49:07,72:51:07,72:52:07,,TB,e9,B6,f6,,
1202,67.0,R Grounded Pass,72:52:13,72:54:13,72:55:13,,B6,g6,TB,f2,,
1203,68.0,R Grounded Pass,72:54:02,72:56:02,72:57:02,,B6,f2,TB,g3,,
1204,69.0,R Grounded Pass,72:55:16,72:57:16,72:58:16,,B6,f2,TB,d2,,
1205,26.0,R Goal,72:56:10,72:58:10,72:59:10,,TB,d2,s16,,,
1206,13.0,L Grounded Pass,73:28:23,73:30:23,73:31:23,,TB,g10,B6,i6,,
1207,19.0,R Unsucc Pass,73:34:02,73:36:02,73:37:02,,B6,g2,TB,c2,,
1208,1.0,R Grounded Pass,00:13:07,00:15:07,00:16:07,,TG,g10,G1,c9,,
1209,2.0,R Grounded Pass,00:19:11,00:21:11,00:22:11,,G1,c7,TG,h8,,
1210,1.0,R Goal,00:23:13,00:25:13,00:26:13,,TG,g2,s10,,,
1211,3.0,R Grounded Pass,00:30:00,00:32:00,00:33:00,,TB,c3,B3,g2,,
1212,4.0,R Grounded Pass,00:33:11,00:35:11,00:36:11,,B3,g2,B1,e1,,
1213,5.0,R Grounded Pass,00:34:20,00:36:20,00:37:20,,B1,e1,TB,e6,,
1214,1.0,R Unsucc Pass,00:37:01,00:39:01,00:40:01,,TB,e6,B2,a6,,
1215,1.0,L Grounded Pass,00:39:17,00:41:17,00:42:17,,G1,b9,TG,f10,,
1216,6.0,R Grounded Pass,00:42:17,00:44:17,00:45:17,,TG,e12,G1,a10,,
1217,7.0,R Grounded Pass,00:46:13,00:48:13,00:49:13,,G1,c10,TG,d7,,
1218,8.0,R Grounded Pass,00:47:20,00:49:20,00:50:20,,TG,d6,G1,b9,,
1219,2.0,R Unsucc Pass,00:51:05,00:53:05,00:54:05,,G1,b9,TG,i10,,
1220,2.0,R Goal,00:54:09,00:56:09,00:57:09,,TB,e10,s17,,,
1221,9.0,R Grounded Pass,01:03:10,01:05:10,01:06:10,,G1,b11,TG,i9,,
1222,10.0,R Grounded Pass,01:06:14,01:08:14,01:09:14,,TG,i9,G1,c8,,
1223,11.0,R Grounded Pass,01:08:22,01:10:22,01:11:22,,G1,c8,TG,a3,,
1224,3.0,R Unsucc Pass,01:22:12,01:24:12,01:25:12,,TG,h3,G1,c5,,
1225,12.0,R Grounded Pass,01:34:00,01:36:00,01:37:00,,G1,e3,TG,g3,,
1226,3.0,R Goal,01:35:04,01:37:04,01:38:04,,TG,g3,s20,,,
1227,13.0,R Grounded Pass,01:47:19,01:49:19,01:50:19,,TB,e6,B2,a8,,
1228,14.0,R Grounded Pass,01:50:00,01:52:00,01:53:00,,B2,a6,B3,h9,,
1229,1.0,R Shot On,01:52:05,01:54:05,01:55:05,,B3,g10,s5,,,
1230,2.0,L Grounded Pass,02:02:09,02:04:09,02:05:09,,G1,a9,TG,e12,,
1231,15.0,R Grounded Pass,02:07:12,02:09:12,02:10:12,,TG,h10,G1,a10,,
1232,16.0,R Grounded Pass,02:11:00,02:13:00,02:14:00,,G1,a10,TG,a2,,
1233,4.0,R Unsucc Pass,02:20:15,02:22:15,02:23:15,,B1,e1,TB,d7,,
1234,2.0,R Shot On,02:34:15,02:36:15,02:37:15,,B2,e11,s20,,,
1235,3.0,L Grounded Pass,02:34:23,02:36:23,02:37:23,,TB,g7,B2,e11,Through Ball,
1236,17.0,R Grounded Pass,02:43:02,02:45:02,02:46:02,,G1,f11,TG,a9,,
1237,18.0,R Grounded Pass,02:48:18,02:50:18,02:51:18,,B2,c2,B3,g2,,
1238,4.0,L Grounded Pass,02:50:04,02:52:04,02:53:04,,B2,g2,B1,e1,,
1239,19.0,R Grounded Pass,02:52:11,02:54:11,02:55:11,,B1,e1,TB,d10,Through Ball,
1240,1.0,L Goal,02:56:06,02:58:06,02:59:06,,TB,e11,s23,Big Chance,,
1241,20.0,R Grounded Pass,03:03:10,03:05:10,03:06:10,,G1,b11,TG,d4,Through Ball,
1242,4.0,R Goal,03:11:12,03:13:12,03:14:12,,TG,e2,s16,,,
1243,21.0,R Grounded Pass,03:17:21,03:19:21,03:20:21,,B2,d2,TB,g2,,
1244,22.0,R Grounded Pass,03:19:13,03:21:13,03:22:13,,TB,f2,B1,e1,,
1245,23.0,R Grounded Pass,03:21:20,03:23:20,03:24:20,,B1,e1,B2,g5,,
1246,24.0,R Grounded Pass,03:23:04,03:25:04,03:26:04,,B2,g5,TB,c9,,
1247,5.0,L Grounded Pass,03:29:13,03:31:13,03:32:13,,TB,c1,B1,e1,,
1248,25.0,R Grounded Pass,03:35:08,03:37:08,03:38:08,,B1,e1,TB,f6,,
1249,26.0,R Grounded Pass,03:38:17,03:40:17,03:41:17,,TB,f6,B3,h12,,
1250,6.0,L Grounded Pass,03:40:18,03:42:18,03:43:18,,B3,h12,B2,g7,,
1251,5.0,R Unsucc Pass,03:45:01,03:47:01,03:48:01,,B2,g7,TB,e9,,
1252,6.0,R Unsucc Pass,03:59:07,04:01:07,04:02:07,,G1,a6,TG,e6,,
1253,7.0,L Grounded Pass,04:03:07,04:05:07,04:06:07,,TB,g2,B2,c4,,
1254,27.0,R Grounded Pass,04:06:06,04:08:06,04:09:06,,B2,c4,TB,i6,,
1255,8.0,L Grounded Pass,04:09:05,04:11:05,04:12:05,,TB,i6,B2,c7,,
1256,3.0,R Shot On,04:10:18,04:12:18,04:13:18,,B2,c7,s17,,,
1257,28.0,R Grounded Pass,04:19:14,04:21:14,04:22:14,,B1,f1,TB,a5,,
1258,29.0,R Grounded Pass,04:24:01,04:26:01,04:27:01,,TB,b4,B1,e2,,
1259,30.0,R Grounded Pass,04:27:21,04:29:21,04:30:21,,B1,e2,B2,i6,,
1260,7.0,R Unsucc Pass,04:31:00,04:33:00,04:34:00,,B2,i9,B3,b10,,
1261,9.0,L Grounded Pass,04:33:23,04:35:23,04:36:23,,TG,i3,G1,d4,,
1262,8.0,R Unsucc Pass,04:35:09,04:37:09,04:38:09,,G1,d4,TG,i2,,
1263,9.0,R Unsucc Pass,04:51:04,04:53:04,04:54:04,,B2,g8,B3,d11,,
1264,31.0,R Grounded Pass,04:53:03,04:55:03,04:56:03,,TG,f4,G1,a4,,
1265,1.0,R Shot Post,04:54:18,04:56:18,04:57:18,,G1,a4,s18,,,
1266,32.0,R Grounded Pass,04:59:20,05:01:20,05:02:20,,TG,g4,G1,e1,Through Ball,
1267,4.0,R Shot On,05:00:22,05:02:22,05:03:22,,G1,e1,s20,Big Chance,,
1268,33.0,R Grounded Pass,05:06:20,05:08:20,05:09:20,,B1,c4,B2,h4,,
1269,34.0,R Grounded Pass,05:09:12,05:11:12,05:12:12,,B2,g7,B3,a10,,
1270,5.0,R Shot On,05:12:05,05:14:05,05:15:05,,B3,c10,s9,,,
1271,35.0,R Grounded Pass,05:24:04,05:26:04,05:27:04,,G1,e10,TG,a6,,
1272,10.0,R Unsucc Pass,05:33:20,05:35:20,05:36:20,,B1,e1,TB,g10,,
1273,36.0,R Grounded Pass,05:59:16,06:01:16,06:02:16,,TG,f4,G1,g3,,
1274,6.0,R Shot On,06:00:18,06:02:18,06:03:18,,G1,g3,s22,,,
1275,1.0,Own Goal,06:02:02,06:04:02,06:05:02,,TB,e1,s23,,,
1276,37.0,R Grounded Pass,06:14:00,06:16:00,06:17:00,,B3,d5,TB,i6,,
1277,10.0,L Grounded Pass,06:21:03,06:23:03,06:24:03,,TB,h6,B3,b8,,
1278,38.0,R Grounded Pass,06:24:21,06:26:21,06:27:21,,B3,b8,TB,i6,,
1279,39.0,R Grounded Pass,06:32:00,06:34:00,06:35:00,,TB,f7,B2,c7,,
1280,2.0,R Shot Post,06:34:16,06:36:16,06:37:16,,B2,c7,s7,HLs,,
1281,40.0,R Grounded Pass,06:39:08,06:41:08,06:42:08,,TB,h9,B2,d9,,
1282,5.0,R Goal,06:39:18,06:41:18,06:42:18,,B2,d9,s20,,,
1283,11.0,L Grounded Pass,06:58:01,07:00:01,07:01:01,,G1,h9,TG,a4,,
1284,7.0,R Shot On,06:59:12,07:01:12,07:02:12,,TG,a4,s22,,,
1285,41.0,R Grounded Pass,07:05:12,07:07:12,07:08:12,,B3,g3,TB,e11,,
1286,1.0,R Shot Wide,07:08:03,07:10:03,07:11:03,,B1,e2,OT 8,,,
1287,11.0,R Unsucc Pass,07:31:05,07:33:05,07:34:05,,B3,g2,TB,f10,,
1288,42.0,R Grounded Pass,07:50:19,07:52:19,07:53:19,,B2,b3,B1,h1,,
1289,43.0,R Grounded Pass,07:53:24,07:55:24,07:56:24,,B1,h1,TB,b8,,
1290,44.0,R Grounded Pass,07:55:13,07:57:13,07:58:13,,TB,b8,B2,c4,HLs,
1291,12.0,R Unsucc Pass,07:58:00,08:00:00,08:01:00,,B2,f9,TB,d9,,
1292,45.0,R Grounded Pass,08:07:12,08:09:12,08:11:01,,TG,h2,G1,d5,HLs,
1293,6.0,R Goal,08:09:20,08:11:20,08:12:20,,G1,d5,s16,,,
1294,46.0,R Grounded Pass,08:40:09,08:42:09,08:43:09,,TB,c7,B1,e6,,
1295,13.0,R Unsucc Pass,08:43:01,08:45:01,08:46:01,,B1,e6,TB,c9,,
1296,8.0,R Shot On,08:46:15,08:48:15,08:49:15,,TB,e11,s9,,,
1297,47.0,R Grounded Pass,08:50:16,08:52:16,08:53:16,,G1,b11,TG,a8,,
1298,14.0,R Unsucc Pass,08:50:17,08:52:17,08:53:17,,TG,a9,G1,b11,,
1299,48.0,R Grounded Pass,08:56:20,08:58:20,08:59:20,,B1,a9,B3,d9,,
1300,12.0,L Grounded Pass,08:58:20,09:00:20,09:01:20,,B3,e7,TB,g9,,
1301,13.0,L Grounded Pass,09:01:04,09:03:04,09:04:04,,TB,h7,B2,c3,,
1302,49.0,R Grounded Pass,09:03:07,09:05:07,09:06:07,,B2,c3,B3,g6,,
1303,1.0,L Unsucc Pass,09:20:07,09:22:07,09:23:07,,B3,g4,B1,c7,,
1304,7.0,R Goal,09:24:10,09:26:10,09:27:10,,TG,d4,s4,,,
1305,2.0,L Unsucc Pass,09:39:04,09:41:04,09:42:04,,TB,e5,B3,g10,,
1306,50.0,R Grounded Pass,09:42:02,09:44:02,09:45:02,,B2,a2,TB,a4,,
1307,51.0,R Grounded Pass,09:44:18,09:46:18,09:47:18,,TB,a4,B2,d3,,
1308,52.0,R Grounded Pass,09:46:06,09:48:06,09:49:06,,B2,d3,B3,g6,,
1309,14.0,L Grounded Pass,09:49:06,09:51:06,09:52:09,,B3,g7,TB,d8,,
1310,8.0,R Goal,09:51:01,09:53:01,09:54:01,,TB,d10,s24,,,
1311,53.0,R Grounded Pass,10:12:00,10:14:00,10:15:00,,G1,a9,TG,g6,,
1312,54.0,R Grounded Pass,10:32:14,10:34:14,10:35:14,,TB,b2,B3,g3,,
1313,15.0,R Unsucc Pass,10:37:11,10:39:11,10:40:11,,B3,g3,TB,g10,,
1314,55.0,R Grounded Pass,10:50:06,10:52:06,10:53:06,,TB,a4,B2,e1,,
1315,56.0,R Grounded Pass,10:52:07,10:54:07,10:55:07,,B2,e1,B1,a8,,
1316,57.0,R Grounded Pass,10:59:06,11:01:06,11:02:06,,TG,b9,G1,d10,,
1317,16.0,R Unsucc Pass,11:02:24,11:04:24,11:05:24,,G1,b11,TG,a8,,
1318,58.0,R Grounded Pass,11:07:12,11:09:12,11:10:12,,B1,a11,TB,c8,,
1319,59.0,R Grounded Pass,11:09:02,11:11:02,11:12:02,,TB,c8,B2,e1,,
1320,60.0,R Grounded Pass,11:12:10,11:14:10,11:15:10,,B2,d2,TB,g10,,
1321,61.0,R Grounded Pass,11:33:04,11:35:04,11:36:04,,B2,e1,B1,a6,,
1322,62.0,R Grounded Pass,11:35:13,11:37:13,11:38:13,,B1,a4,B3,f6,,
1323,15.0,L Grounded Pass,11:38:18,11:40:18,11:41:18,,B3,e8,TB,g11,,
1324,9.0,R Goal,11:49:18,11:51:18,11:52:18,,TG,i7,s17,Long Range,,
1325,63.0,R Grounded Pass,11:54:22,11:56:22,11:57:22,,B1,c3,TB,e7,,
1326,64.0,R Grounded Pass,12:16:15,12:18:15,12:19:15,,G1,g10,TG,e8,,
1327,65.0,R Grounded Pass,12:25:14,12:27:14,12:28:14,,TG,e10,G1,i7,,
1328,3.0,L Unsucc Pass,12:33:02,12:35:02,12:36:02,,G1,i1,TG,d6,,
1329,66.0,R Grounded Pass,12:39:07,12:41:07,12:42:07,,TB,a7,B1,g10,,
1330,2.0,L Goal,12:44:16,12:46:16,12:47:17,,B1,f11,s19,Big Chance,Counter Attack,
1331,67.0,R Grounded Pass,12:54:17,12:56:17,12:57:17,,TG,f10,G1,i10,,
1332,68.0,R Grounded Pass,13:05:10,13:07:10,13:08:10,,TG,h10,G1,f10,,
1333,69.0,R Grounded Pass,13:09:09,13:11:09,13:12:09,,G1,d10,TG,f6,,
1334,17.0,R Unsucc Pass,13:26:12,13:28:12,13:29:12,,B3,h2,TB,h10,,
1335,3.0,L Goal,13:51:24,13:53:24,13:54:24,,TB,e12,s23,,,
1336,70.0,R Grounded Pass,13:57:04,13:59:04,14:00:04,,TG,e10,G1,g12,,
1337,71.0,R Grounded Pass,13:59:24,14:01:24,14:02:24,,G1,g11,TG,d9,,
1338,72.0,R Grounded Pass,14:23:01,14:25:01,14:26:01,,B1,f6,TB,a8,,
1339,73.0,R Grounded Pass,14:33:16,14:35:16,14:36:16,,B1,f6,TB,b8,,
1340,18.0,R Unsucc Pass,14:46:11,14:48:11,14:49:11,,TG,d6,G1,d3,,
1341,19.0,R Unsucc Pass,14:51:01,14:53:01,14:54:01,,B1,e6,TB,c10,,
1342,74.0,R Grounded Pass,14:53:00,14:55:00,14:56:00,,TG,c6,G1,a3,,
1343,20.0,R Unsucc Pass,14:53:20,14:55:20,14:56:20,,G1,b3,B3,e3,,
1344,16.0,L Grounded Pass,15:03:19,15:05:19,15:06:19,,B3,g5,B2,e1,,
1345,75.0,R Grounded Pass,15:05:10,15:07:10,15:08:10,,B2,e1,TB,a4,,
1346,76.0,R Grounded Pass,15:08:14,15:10:14,15:11:14,,TB,a4,B1,a10,,
1347,77.0,R Grounded Pass,15:10:07,15:12:07,15:13:07,,B1,a10,TB,e9,,
1348,78.0,R Grounded Pass,15:12:03,15:14:03,15:15:03,,TB,f9,B3,g9,,
1349,9.0,R Shot On,15:12:18,15:14:18,15:15:18,,B3,g9,s10,,,
1350,79.0,R Grounded Pass,15:17:00,15:19:00,15:20:00,,TB,f8,B3,h7,,
1351,80.0,R Grounded Pass,15:17:24,15:19:24,15:20:24,,B3,i8,TB,g7,,
1352,81.0,R Grounded Pass,15:20:14,15:22:14,15:23:14,,TB,f7,B1,c8,,
1353,21.0,R Unsucc Pass,15:21:16,15:23:16,15:24:16,,B1,c8,TB,c9,,
1354,82.0,R Grounded Pass,15:24:23,15:26:23,15:27:23,,TG,d3,G1,g3,,
1355,22.0,R Unsucc Pass,15:33:08,15:35:08,15:36:08,,G1,g1,TG,f3,,
1356,83.0,R Grounded Pass,15:36:02,15:38:02,15:39:02,,TG,h3,G1,f2,,
1357,10.0,R Goal,15:37:07,15:39:07,15:40:07,,G1,f2,s22,,,
1358,84.0,R Grounded Pass,15:53:21,15:55:21,15:56:21,,B1,g11,TB,d9,,
1359,1.0,R Aerial Pass,15:55:04,15:57:04,15:58:04,,TB,e10,B1,f11,,
1360,85.0,R Grounded Pass,15:55:20,15:57:20,15:58:20,,B1,g12,TB,e11,,
1361,86.0,R Grounded Pass,16:03:14,16:05:14,16:06:14,,TG,e11,G1,a8,,
1362,87.0,R Grounded Pass,16:07:23,16:09:23,16:10:23,,G1,c6,TG,f3,,
1363,11.0,R Goal,16:08:07,16:10:07,16:11:07,,TG,f3,s4,,,
1364,88.0,R Grounded Pass,16:14:15,16:16:15,16:17:15,,B1,f3,B3,g3,,
1365,89.0,R Grounded Pass,16:15:18,16:17:18,16:18:18,,B3,g3,B1,f3,,
1366,17.0,L Grounded Pass,16:19:17,16:21:17,16:22:17,,B1,e5,TB,a10,,
1367,12.0,R Goal,16:20:10,16:22:10,16:23:10,,TB,c11,s24,,,
1368,90.0,R Grounded Pass,16:24:16,16:26:16,16:27:16,,TG,c10,G1,c7,,
1369,4.0,L Unsucc Pass,16:31:02,16:33:02,16:34:02,,G1,g3,TG,c5,,
1370,91.0,R Grounded Pass,16:35:02,16:37:02,16:38:02,,TB,d3,B2,e1,,
1371,92.0,R Grounded Pass,16:36:01,16:38:01,16:39:01,,B2,f2,B3,h4,,
1372,23.0,R Unsucc Pass,16:36:14,16:38:14,16:39:14,,B3,h4,B1,e5,,
1373,93.0,R Grounded Pass,16:44:05,16:46:05,16:47:05,,TG,a8,G1,i4,,
1374,94.0,R Grounded Pass,16:54:13,16:56:13,16:57:13,,G1,d4,TG,d6,,
1375,95.0,R Grounded Pass,16:58:07,17:00:07,17:01:07,,TG,d6,G1,d4,,
1376,96.0,R Grounded Pass,17:01:02,17:03:02,17:04:02,,G1,d4,TG,c2,,
1377,97.0,R Grounded Pass,17:07:17,17:09:17,17:10:17,,TG,c4,G1,f3,,
1378,3.0,R Shot Post,17:08:24,17:10:24,17:11:24,,G1,f3,s18,HLs,,
1379,98.0,R Grounded Pass,17:21:00,17:23:00,17:24:00,,TB,b4,B2,e1,,
1380,24.0,R Unsucc Pass,17:22:01,17:24:01,17:25:01,,B2,e1,TB,a3,,
1381,99.0,R Grounded Pass,17:39:10,17:41:10,17:42:10,,TB,a9,B3,i9,,
1382,18.0,L Grounded Pass,17:41:03,17:43:03,17:44:03,,B3,i8,B2,d3,,
1383,25.0,R Unsucc Pass,17:44:03,17:46:03,17:47:03,,B2,e4,TB,a8,,
1384,100.0,R Grounded Pass,17:48:24,17:50:24,17:51:24,,B2,e1,TB,h2,,
1385,26.0,R Unsucc Pass,18:10:03,18:12:03,18:13:03,,B2,g2,TB,f5,,
1386,101.0,R Grounded Pass,18:14:15,18:16:15,18:17:15,,B1,a7,TB,e10,Through Ball,
1387,4.0,L Goal,18:16:18,18:18:18,18:19:18,,TB,e11,s20,Big Chance,,
1388,19.0,L Grounded Pass,18:30:23,18:32:23,18:33:23,,TG,i5,G1,h1,,
1389,102.0,R Grounded Pass,18:38:23,18:40:23,18:41:23,,G1,i2,TG,g10,,
1390,10.0,R Shot On,18:42:08,18:44:08,18:45:08,,TG,f8,s21,,,
1391,11.0,R Shot On,18:44:16,18:46:16,18:47:16,,G1,f3,s20,,,
1392,103.0,R Grounded Pass,18:55:08,18:57:08,18:58:08,,B2,i4,TB,f6,,
1393,104.0,R Grounded Pass,19:03:02,19:05:02,19:06:02,,TB,a9,B1,a4,,
1394,105.0,R Grounded Pass,19:05:13,19:07:13,19:08:13,,B1,a4,TB,e9,,
1395,106.0,R Grounded Pass,19:06:17,19:08:17,19:09:17,,TB,e9,B2,h10,,
1396,12.0,R Shot On,19:11:04,19:13:04,19:14:04,,B2,h10,s21,,,
1397,13.0,R Goal,19:23:13,19:25:13,19:26:13,,TG,d2,s5,,,
1398,107.0,R Grounded Pass,19:33:12,19:35:12,19:36:12,,TG,e8,G1,e5,,
1399,108.0,R Grounded Pass,19:35:14,19:37:14,19:38:14,,G1,e5,TG,a4,,
1400,109.0,R Grounded Pass,19:38:14,19:40:14,19:41:14,,TG,a3,G1,e3,,
1401,13.0,R Shot On,19:40:04,19:42:04,19:43:04,,G1,d2,s20,,,
1402,2.0,R Aerial Pass,19:44:12,19:46:12,19:47:12,,TB,h6,B1,b7,,
1403,110.0,R Grounded Pass,19:46:21,19:48:21,19:49:21,,B1,d7,TB,d11,,
1404,111.0,R Grounded Pass,19:52:06,19:54:06,19:55:06,,TB,a7,B1,e8,,
1405,112.0,R Grounded Pass,19:54:18,19:56:18,19:57:18,,B1,f9,TB,d11,,
1406,27.0,R Unsucc Pass,20:13:23,20:15:23,20:16:23,,B2,c1,B1,g7,,
1407,113.0,R Grounded Pass,20:22:17,20:24:17,20:25:17,,TG,f9,G1,c4,,
1408,28.0,R Unsucc Pass,20:24:06,20:26:06,20:27:06,,G1,c5,TG,a3,,
1409,29.0,R Unsucc Pass,20:25:17,20:27:17,20:28:17,,B2,c3,TB,c8,,
1410,114.0,R Grounded Pass,20:27:18,20:29:18,20:30:18,,TG,c4,G1,d3,,
1411,115.0,R Grounded Pass,20:28:23,20:30:23,20:31:23,,G1,d3,TG,c2,,
1412,14.0,R Shot On,20:31:08,20:33:08,20:34:08,,TG,c2,s16,,,
1413,116.0,R Grounded Pass,20:43:24,20:45:24,20:46:24,,TG,i6,G1,f4,,
1414,117.0,R Grounded Pass,20:47:22,20:49:22,20:50:22,,G1,d4,TG,a4,,
1415,118.0,R Grounded Pass,21:09:15,21:11:15,21:12:15,,B2,h10,TB,e10,,
1416,1.0,L Shot Post,21:10:09,21:12:09,21:13:09,,TB,e10,s2,Big Chance,,
1417,15.0,R Shot On,21:13:24,21:15:24,21:16:24,,B1,e9,s17,,,
1418,30.0,R Unsucc Pass,21:31:01,21:33:01,21:34:01,,B1,a7,TB,b8,,
1419,119.0,R Grounded Pass,21:35:14,21:37:14,21:38:14,,G1,f6,TG,h4,,
1420,120.0,R Grounded Pass,21:41:22,21:43:22,21:44:22,,TB,e8,B1,c10,,
1421,121.0,R Grounded Pass,21:45:11,21:47:11,21:48:11,,B1,c9,TB,g8,,
1422,5.0,L Unsucc Pass,21:49:13,21:51:13,21:52:13,,TB,f11,B1,c11,,
1423,122.0,R Grounded Pass,21:54:04,21:56:04,21:57:04,,B2,h5,B1,b11,,
1424,31.0,R Unsucc Pass,21:57:02,21:59:02,22:00:02,,B1,a10,TB,d10,,
1425,123.0,R Grounded Pass,22:04:01,22:06:01,22:07:01,,TG,g6,G1,e6,,
1426,2.0,R Shot Wide,22:06:10,22:08:10,22:09:10,,G1,e6,OT 1,,,
1427,20.0,L Grounded Pass,22:38:13,22:40:13,22:41:13,,G1,a8,TG,h9,,
1428,124.0,R Grounded Pass,22:42:07,22:44:07,22:45:07,,TG,g6,G1,a5,,
1429,125.0,R Grounded Pass,22:46:13,22:48:13,22:49:13,,TB,a3,B1,d4,,
1430,126.0,R Grounded Pass,22:49:05,22:51:05,22:52:05,,B1,d3,TB,b9,,
1431,3.0,R Shot Wide,22:50:16,22:52:16,22:53:16,,TB,c10,OT 1,,,
1432,127.0,R Grounded Pass,23:12:20,23:14:20,23:15:20,,TG,f5,G1,g4,,
1433,128.0,R Grounded Pass,23:16:05,23:18:05,23:19:05,,G1,h4,TG,g9,,
1434,129.0,R Grounded Pass,23:38:07,23:40:07,23:41:07,,TB,f12,B1,d11,,
1435,14.0,R Goal,23:38:08,23:40:08,23:41:08,,B1,d12,s9,Big Chance,Tap In,
1436,130.0,R Grounded Pass,23:50:16,23:52:16,23:53:16,,B3,b2,B1,a5,,
1437,131.0,R Grounded Pass,23:53:22,23:55:22,23:56:22,,B1,a8,TB,h9,,
1438,132.0,R Grounded Pass,24:00:05,24:02:05,24:03:05,,B2,h5,TB,c8,,
1439,133.0,R Grounded Pass,24:01:10,24:03:10,24:04:10,,TB,c8,B1,b10,,
1440,15.0,R Goal,24:03:00,24:05:00,24:06:21,,B1,b10,s14,HLs,,
1441,16.0,R Goal,24:17:14,24:19:14,24:20:14,,TG,c3,s11,,,
1442,3.0,R Aerial Pass,24:33:15,24:35:15,24:36:15,,TB,h5,B1,c10,Through Ball,
1443,1.0,H Shot Wide,24:35:22,24:37:22,24:38:22,,B1,b10,OT 3,,,
1444,134.0,R Grounded Pass,24:56:11,24:58:11,24:59:11,,B1,b10,TB,f11,,
1445,1.0,L Shot On,24:57:22,24:59:22,25:00:22,,TB,e11,s14,,,
1446,135.0,R Grounded Pass,25:09:15,25:11:15,25:12:15,,TB,g10,B1,d10,,
1447,17.0,R Goal,25:11:07,25:13:07,25:14:07,,B1,d10,s14,Big Chance,,
1448,1.0,R Grounded Pass,31:47:10,31:49:10,31:50:10,,B3,c6,B1,f4,,
1449,1.0,L Grounded Pass,31:49:05,31:51:05,31:52:05,,B1,f3,B3,d3,,
